GemID,Mismatch_Score,Missing_Count,Extra_Count
C0011U,84.0,22,21
140U,88.0,22,22
363U,88.0,22,22
413U,88.0,22,22
416U,96.0,22,24
453U,96.0,22,24
214U,96.0,22,24
193U,100.0,22,25
194U,100.0,22,25
189U,104.0,22,26
361U,104.0,22,26
190U,108.0,22,27
197U,108.0,22,27
218U,108.0,22,27
C0000U,112.0,22,28
199U,116.0,22,29
C0040U,124.0,22,31
