1004.5180	0.0068
1004.3140	0.0085
1004.1100	0.0049
1003.9070	0.0074
1003.7030	0.0104
1003.4990	0.0094
1003.2960	0.0035
1003.0920	0.0042
1002.8880	0.0094
1002.6850	0.0102
1002.4810	0.0102
1002.2770	0.0088
1002.0740	0.0093
1001.8700	0.0070
1001.6660	0.0082
1001.4630	0.0079
1001.2590	0.0083
1001.0550	0.0093
1000.8510	0.0077
1000.6480	0.0070
1000.4440	0.0034
1000.2400	0.0051
1000.0370	0.0060
999.8330	0.0081
999.6290	0.0057
999.4260	0.0082
999.2220	0.0063
999.0180	0.0057
998.8140	0.0098
998.6110	0.0084
998.4070	0.0043
998.2030	0.0048
998.0000	0.0055
997.7960	0.0058
997.5920	0.0072
997.3880	0.0067
997.1850	0.0090
996.9810	0.0104
996.7770	0.0105
996.5730	0.0076
996.3700	0.0064
996.1660	0.0062
995.9620	0.0102
995.7580	0.0069
995.5550	0.0095
995.3510	0.0104
995.1470	0.0075
994.9430	0.0086
994.7400	0.0093
994.5360	0.0102
994.3320	0.0091
994.1280	0.0094
993.9250	0.0101
993.7210	0.0082
993.5170	0.0081
993.3130	0.0109
993.1100	0.0103
992.9060	0.0061
992.7020	0.0072
992.4980	0.0095
992.2940	0.0082
992.0910	0.0064
991.8870	0.0101
991.6830	0.0117
991.4790	0.0119
991.2760	0.0081
991.0720	0.0093
990.8680	0.0096
990.6640	0.0071
990.4600	0.0075
990.2570	0.0093
990.0530	0.0094
989.8490	0.0130
989.6450	0.0111
989.4410	0.0107
989.2380	0.0109
989.0340	0.0126
988.8300	0.0140
988.6260	0.0116
988.4220	0.0137
988.2180	0.0157
988.0150	0.0108
987.8110	0.0098
987.6070	0.0108
987.4030	0.0118
987.1990	0.0121
986.9950	0.0171
986.7920	0.0175
986.5880	0.0168
986.3840	0.0175
986.1800	0.0156
985.9760	0.0133
985.7720	0.0103
985.5690	0.0098
985.3650	0.0136
985.1610	0.0123
984.9570	0.0106
984.7530	0.0118
984.5490	0.0137
984.3460	0.0168
984.1420	0.0159
983.9380	0.0144
983.7340	0.0133
983.5300	0.0140
983.3260	0.0151
983.1220	0.0181
982.9180	0.0191
982.7150	0.0207
982.5110	0.0206
982.3070	0.0175
982.1030	0.0135
981.8990	0.0116
981.6950	0.0156
981.4910	0.0215
981.2870	0.0177
981.0840	0.0174
980.8800	0.0204
980.6760	0.0208
980.4720	0.0200
980.2680	0.0202
980.0640	0.0207
979.8600	0.0205
979.6560	0.0232
979.4520	0.0211
979.2490	0.0202
979.0450	0.0233
978.8410	0.0264
978.6370	0.0197
978.4330	0.0189
978.2290	0.0227
978.0250	0.0233
977.8210	0.0221
977.6170	0.0242
977.4130	0.0284
977.2090	0.0283
977.0060	0.0265
976.8020	0.0273
976.5980	0.0257
976.3940	0.0276
976.1900	0.0265
975.9860	0.0271
975.7820	0.0276
975.5780	0.0256
975.3740	0.0271
975.1700	0.0280
974.9660	0.0313
974.7620	0.0323
974.5580	0.0335
974.3550	0.0317
974.1510	0.0314
973.9470	0.0330
973.7430	0.0338
973.5390	0.0346
973.3350	0.0352
973.1310	0.0332
972.9270	0.0331
972.7230	0.0337
972.5190	0.0358
972.3150	0.0346
972.1110	0.0324
971.9070	0.0383
971.7030	0.0395
971.4990	0.0377
971.2950	0.0399
971.0910	0.0408
970.8870	0.0399
970.6830	0.0415
970.4790	0.0438
970.2760	0.0432
970.0720	0.0386
969.8680	0.0378
969.6640	0.0437
969.4600	0.0446
969.2560	0.0437
969.0520	0.0436
968.8480	0.0459
968.6440	0.0491
968.4400	0.0481
968.2360	0.0431
968.0320	0.0430
967.8280	0.0509
967.6240	0.0492
967.4200	0.0488
967.2160	0.0510
967.0120	0.0547
966.8080	0.0512
966.6040	0.0525
966.4000	0.0556
966.1960	0.0512
965.9920	0.0537
965.7880	0.0569
965.5840	0.0553
965.3800	0.0542
965.1760	0.0564
964.9720	0.0599
964.7680	0.0581
964.5640	0.0572
964.3600	0.0545
964.1560	0.0561
963.9520	0.0606
963.7480	0.0578
963.5440	0.0571
963.3400	0.0597
963.1360	0.0596
962.9320	0.0628
962.7280	0.0653
962.5240	0.0632
962.3200	0.0670
962.1160	0.0686
961.9120	0.0647
961.7080	0.0670
961.5040	0.0662
961.3000	0.0682
961.0960	0.0704
960.8920	0.0693
960.6880	0.0691
960.4840	0.0705
960.2800	0.0663
960.0760	0.0674
959.8720	0.0694
959.6680	0.0708
959.4640	0.0734
959.2600	0.0735
959.0550	0.0732
958.8510	0.0737
958.6470	0.0718
958.4430	0.0751
958.2390	0.0781
958.0350	0.0752
957.8310	0.0750
957.6270	0.0789
957.4230	0.0779
957.2190	0.0781
957.0150	0.0795
956.8110	0.0792
956.6070	0.0811
956.4030	0.0838
956.1990	0.0858
955.9950	0.0846
955.7910	0.0841
955.5870	0.0822
955.3830	0.0811
955.1790	0.0840
954.9750	0.0909
954.7710	0.0891
954.5670	0.0919
954.3620	0.0952
954.1580	0.0937
953.9540	0.0952
953.7500	0.0933
953.5460	0.0949
953.3420	0.0953
953.1380	0.0962
952.9340	0.0960
952.7300	0.0952
952.5260	0.0970
952.3220	0.0974
952.1180	0.0984
951.9140	0.0998
951.7100	0.1012
951.5060	0.1020
951.3020	0.1039
951.0970	0.1040
950.8930	0.1028
950.6890	0.1022
950.4850	0.1013
950.2810	0.1044
950.0770	0.1122
949.8730	0.1085
949.6690	0.1058
949.4650	0.1086
949.2610	0.1104
949.0570	0.1125
948.8530	0.1147
948.6490	0.1115
948.4450	0.1102
948.2400	0.1120
948.0360	0.1151
947.8320	0.1163
947.6280	0.1169
947.4240	0.1164
947.2200	0.1119
947.0160	0.1145
946.8120	0.1165
946.6080	0.1192
946.4040	0.1202
946.2000	0.1194
945.9960	0.1221
945.7910	0.1234
945.5870	0.1214
945.3830	0.1221
945.1790	0.1242
944.9750	0.1233
944.7710	0.1260
944.5670	0.1295
944.3630	0.1306
944.1590	0.1311
943.9550	0.1333
943.7510	0.1352
943.5460	0.1349
943.3420	0.1325
943.1380	0.1335
942.9340	0.1362
942.7300	0.1423
942.5260	0.1436
942.3220	0.1417
942.1180	0.1433
941.9140	0.1447
941.7100	0.1469
941.5050	0.1490
941.3010	0.1497
941.0970	0.1536
940.8930	0.1568
940.6890	0.1563
940.4850	0.1607
940.2810	0.1628
940.0770	0.1632
939.8730	0.1641
939.6690	0.1668
939.4640	0.1677
939.2600	0.1709
939.0560	0.1762
938.8520	0.1799
938.6480	0.1789
938.4440	0.1811
938.2400	0.1844
938.0360	0.1867
937.8320	0.1897
937.6270	0.1940
937.4230	0.1972
937.2190	0.2000
937.0150	0.1978
936.8110	0.2004
936.6070	0.2027
936.4030	0.2078
936.1990	0.2111
935.9950	0.2101
935.7900	0.2151
935.5860	0.2156
935.3820	0.2171
935.1780	0.2201
934.9740	0.2258
934.7700	0.2294
934.5660	0.2293
934.3620	0.2286
934.1580	0.2328
933.9530	0.2366
933.7490	0.2382
933.5450	0.2382
933.3410	0.2399
933.1370	0.2449
932.9330	0.2480
932.7290	0.2498
932.5250	0.2480
932.3200	0.2490
932.1160	0.2543
931.9120	0.2523
931.7080	0.2557
931.5040	0.2612
931.3000	0.2654
931.0960	0.2658
930.8920	0.2623
930.6870	0.2666
930.4830	0.2700
930.2790	0.2703
930.0750	0.2723
929.8710	0.2741
929.6670	0.2746
929.4630	0.2752
929.2590	0.2822
929.0550	0.2891
928.8500	0.2899
928.6460	0.2900
928.4420	0.2885
928.2380	0.2889
928.0340	0.2959
927.8300	0.2939
927.6260	0.2985
927.4220	0.3008
927.2170	0.3016
927.0130	0.2995
926.8090	0.3001
926.6050	0.3038
926.4010	0.3079
926.1970	0.3128
925.9930	0.3146
925.7890	0.3157
925.5840	0.3141
925.3800	0.3127
925.1760	0.3159
924.9720	0.3181
924.7680	0.3247
924.5640	0.3262
924.3600	0.3288
924.1560	0.3281
923.9510	0.3292
923.7470	0.3330
923.5430	0.3350
923.3390	0.3340
923.1350	0.3372
922.9310	0.3409
922.7270	0.3439
922.5230	0.3464
922.3180	0.3512
922.1140	0.3484
921.9100	0.3470
921.7060	0.3461
921.5020	0.3505
921.2980	0.3502
921.0940	0.3516
920.8900	0.3523
920.6850	0.3574
920.4810	0.3612
920.2770	0.3600
920.0730	0.3622
919.8690	0.3662
919.6650	0.3682
919.4610	0.3693
919.2570	0.3719
919.0520	0.3709
918.8480	0.3734
918.6440	0.3799
918.4400	0.3841
918.2360	0.3853
918.0320	0.3880
917.8280	0.3930
917.6240	0.3952
917.4190	0.3865
917.2150	0.3879
917.0110	0.3909
916.8070	0.3963
916.6030	0.4013
916.3990	0.4043
916.1950	0.4047
915.9910	0.4034
915.7860	0.4018
915.5820	0.4017
915.3780	0.4071
915.1740	0.4069
914.9700	0.4104
914.7660	0.4135
914.5620	0.4166
914.3580	0.4147
914.1530	0.4172
913.9490	0.4204
913.7450	0.4183
913.5410	0.4199
913.3370	0.4187
913.1330	0.4243
912.9290	0.4280
912.7250	0.4264
912.5200	0.4309
912.3160	0.4364
912.1120	0.4347
911.9080	0.4353
911.7040	0.4406
911.5000	0.4412
911.2960	0.4415
911.0920	0.4419
910.8880	0.4400
910.6830	0.4436
910.4790	0.4501
910.2750	0.4553
910.0710	0.4505
909.8670	0.4489
909.6630	0.4487
909.4590	0.4537
909.2550	0.4525
909.0510	0.4529
908.8460	0.4533
908.6420	0.4549
908.4380	0.4568
908.2340	0.4603
908.0300	0.4624
907.8260	0.4648
907.6220	0.4708
907.4180	0.4701
907.2140	0.4682
907.0090	0.4752
906.8050	0.4751
906.6010	0.4738
906.3970	0.4752
906.1930	0.4743
905.9890	0.4754
905.7850	0.4764
905.5810	0.4776
905.3770	0.4774
905.1720	0.4813
904.9680	0.4815
904.7640	0.4822
904.5600	0.4860
904.3560	0.4886
904.1520	0.4949
903.9480	0.4968
903.7440	0.4957
903.5400	0.4933
903.3360	0.4915
903.1310	0.4887
902.9270	0.4944
902.7230	0.4958
902.5190	0.4923
902.3150	0.4953
902.1110	0.4969
901.9070	0.4975
901.7030	0.4976
901.4990	0.4944
901.2950	0.5031
901.0900	0.5037
900.8860	0.5015
900.6820	0.5068
900.4780	0.5128
900.2740	0.5130
900.0700	0.5148
899.8660	0.5163
899.6620	0.5120
899.4580	0.5065
899.2540	0.5101
899.0500	0.5122
898.8460	0.5126
898.6410	0.5157
898.4370	0.5159
898.2330	0.5163
898.0290	0.5165
897.8250	0.5185
897.6210	0.5224
897.4170	0.5215
897.2130	0.5207
897.0090	0.5241
896.8050	0.5228
896.6010	0.5252
896.3970	0.5276
896.1920	0.5264
895.9880	0.5305
895.7840	0.5340
895.5800	0.5305
895.3760	0.5338
895.1720	0.5367
894.9680	0.5326
894.7640	0.5299
894.5600	0.5328
894.3560	0.5368
894.1520	0.5385
893.9480	0.5388
893.7440	0.5380
893.5400	0.5346
893.3350	0.5429
893.1310	0.5381
892.9270	0.5352
892.7230	0.5377
892.5190	0.5366
892.3150	0.5392
892.1110	0.5378
891.9070	0.5395
891.7030	0.5388
891.4990	0.5412
891.2950	0.5474
891.0910	0.5445
890.8870	0.5409
890.6830	0.5430
890.4790	0.5464
890.2750	0.5467
890.0710	0.5478
889.8670	0.5470
889.6620	0.5427
889.4580	0.5461
889.2540	0.5506
889.0500	0.5495
888.8460	0.5506
888.6420	0.5498
888.4380	0.5496
888.2340	0.5532
888.0300	0.5521
887.8260	0.5509
887.6220	0.5523
887.4180	0.5489
887.2140	0.5496
887.0100	0.5476
886.8060	0.5461
886.6020	0.5460
886.3980	0.5477
886.1940	0.5493
885.9900	0.5485
885.7860	0.5468
885.5820	0.5484
885.3780	0.5555
885.1740	0.5516
884.9700	0.5463
884.7660	0.5463
884.5620	0.5511
884.3580	0.5492
884.1540	0.5487
883.9500	0.5507
883.7460	0.5465
883.5410	0.5506
883.3370	0.5512
883.1330	0.5513
882.9290	0.5495
882.7250	0.5469
882.5210	0.5467
882.3170	0.5492
882.1130	0.5511
881.9090	0.5510
881.7050	0.5473
881.5010	0.5457
881.2970	0.5459
881.0930	0.5428
880.8890	0.5452
880.6850	0.5490
880.4810	0.5479
880.2770	0.5464
880.0730	0.5445
879.8690	0.5409
879.6650	0.5430
879.4610	0.5440
879.2570	0.5449
879.0530	0.5443
878.8490	0.5449
878.6450	0.5396
878.4410	0.5428
878.2370	0.5449
878.0330	0.5419
877.8290	0.5405
877.6260	0.5430
877.4220	0.5400
877.2180	0.5434
877.0140	0.5431
876.8100	0.5403
876.6060	0.5431
876.4020	0.5426
876.1980	0.5360
875.9940	0.5448
875.7900	0.5428
875.5860	0.5380
875.3820	0.5409
875.1780	0.5412
874.9740	0.5345
874.7700	0.5398
874.5660	0.5419
874.3620	0.5406
874.1580	0.5430
873.9540	0.5431
873.7500	0.5423
873.5460	0.5504
873.3420	0.5482
873.1380	0.5497
872.9340	0.5473
872.7300	0.5465
872.5260	0.5524
872.3220	0.5593
872.1190	0.5579
871.9150	0.5601
871.7110	0.5687
871.5070	0.5732
871.3030	0.5725
871.0990	0.5753
870.8950	0.5681
870.6910	0.5708
870.4870	0.5693
870.2830	0.5676
870.0790	0.5728
869.8750	0.5745
869.6710	0.5763
869.4670	0.5771
869.2630	0.5777
869.0600	0.5841
868.8560	0.5824
868.6520	0.5778
868.4480	0.5820
868.2440	0.5833
868.0400	0.5842
867.8360	0.5894
867.6320	0.5929
867.4280	0.5997
867.2240	0.5948
867.0200	0.5881
866.8170	0.6008
866.6130	0.6059
866.4090	0.6123
866.2050	0.6202
866.0010	0.6247
865.7970	0.6227
865.5930	0.6245
865.3890	0.6194
865.1850	0.6198
864.9810	0.6270
864.7780	0.6250
864.5740	0.6232
864.3700	0.6276
864.1660	0.6282
863.9620	0.6269
863.7580	0.6306
863.5540	0.6324
863.3500	0.6358
863.1470	0.6320
862.9430	0.6239
862.7390	0.6198
862.5350	0.6251
862.3310	0.6266
862.1270	0.6329
