Feature,File,Light_Source,Wavelength,Intensity,Effective_Height,Point_Type,Feature_Group,Processing,SNR,Feature_Key,Baseline_Used,Norm_Factor,Normalization_Method,Reference_Wavelength_Used,Symmetry_Ratio,Skew_Description,Width_nm,Normalization_Scheme,Reference_Wavelength,Intensity_Range_Min,Intensity_Range_Max
Baseline_Start,190LP4.txt,Laser,300.12,0.01,0.0,Start,Baseline,Baseline_Then_Laser_Normalized,19.3,Baseline_0,5.17,0.172258,laser_650nm_50000_to_100,738.926,,,,Laser_650nm_50000_to_100,738.926,0.0,100.0
Baseline_End,190LP4.txt,Laser,350.0,-0.04,0.0,End,Baseline,Baseline_Then_Laser_Normalized,19.3,Baseline_0,5.17,0.172258,laser_650nm_50000_to_100,738.926,,,,Laser_650nm_50000_to_100,738.926,0.0,100.0
Peak,190LP4.txt,Laser,430.99,25.72,23.18,Crest,Peak,Baseline_Then_Laser_Normalized,7.0,Peak_2,5.17,0.172258,laser_650nm_50000_to_100,,,,1.86,Laser_650nm_50000_to_100,738.926,0.0,100.0
Mound_Crest,190LP4.txt,Laser,452.65,13.28,1.1,Crest,Mound,Baseline_Then_Laser_Normalized,183.7,Mound_4,5.17,0.172258,laser_650nm_50000_to_100,,,,42.67,Laser_650nm_50000_to_100,738.926,0.0,100.0
Peak,190LP4.txt,Laser,738.93,100.0,47.03,Crest,Peak,Baseline_Then_Laser_Normalized,25.5,Peak_8,5.17,0.172258,laser_650nm_50000_to_100,,,,8.88,Laser_650nm_50000_to_100,738.926,0.0,100.0
Peak,190LP4.txt,Laser,504.54,5.59,0.0,Crest,Peak,Baseline_Then_Laser_Normalized,10.0,Peak_2,5.17,0.172258,laser_650nm_50000_to_100,,,,2.0,Laser_650nm_50000_to_100,738.926,0.0,100.0
