Feature,File,Light_Source,Wavelength,Intensity,Point_Type,Feature_Group,Processing,SNR,Feature_Key,Baseline_Used,Norm_Factor,Normalization_Method,Reference_Wavelength_Used,Symmetry_Ratio,Skew_Description,Width_nm,Normalization_Scheme,Reference_Wavelength,Intensity_Range_Min,Intensity_Range_Max
Baseline_End,58LC1.txt,Laser,300.12,0.02,End,Baseline,Baseline_Then_Laser_Normalized,58.0,Baseline_0,1.73,0.00034,laser_650nm_50000_to_100,694.09,,,,Laser_650nm_50000_to_100,694.09,0.0,100.0
Baseline_Start,58LC1.txt,Laser,350.0,0.01,Start,Baseline,Baseline_Then_Laser_Normalized,58.0,Baseline_0,1.73,0.00034,laser_650nm_50000_to_100,694.09,,,,Laser_650nm_50000_to_100,694.09,0.0,100.0
Peak,58LC1.txt,Laser,670.3,3.51,Crest,Peak,Baseline_Then_Laser_Normalized,29.1,Peak_4,1.73,0.00034,laser_650nm_50000_to_100,,,,19.97,Laser_650nm_50000_to_100,694.09,0.0,100.0
Peak,58LC1.txt,Laser,694.09,100.0,Crest,Peak,Baseline_Then_Laser_Normalized,10.1,Peak_0,1.73,0.00034,laser_650nm_50000_to_100,,,,3.21,Laser_650nm_50000_to_100,694.09,0.0,100.0
Peak,58LC1.txt,Laser,707.33,5.46,Crest,Peak,Baseline_Then_Laser_Normalized,29.2,Peak_3,1.73,0.00034,laser_650nm_50000_to_100,,,,32.52,Laser_650nm_50000_to_100,694.09,0.0,100.0
Peak,58LC1.txt,Laser,714.36,6.51,Crest,Peak,Baseline_Then_Laser_Normalized,25.7,Peak_4,1.73,0.00034,laser_650nm_50000_to_100,,,,17.88,Laser_650nm_50000_to_100,694.09,0.0,100.0
Peak,58LC1.txt,Laser,659.73,1.67,Crest,Peak,Baseline_Then_Laser_Normalized,10.0,Peak_5,1.73,0.00034,laser_650nm_50000_to_100,,,,2.0,Laser_650nm_50000_to_100,694.09,0.0,100.0
Peak,58LC1.txt,Laser,675.49,2.88,Crest,Peak,Baseline_Then_Laser_Normalized,10.0,Peak_7,1.73,0.00034,laser_650nm_50000_to_100,,,,2.0,Laser_650nm_50000_to_100,694.09,0.0,100.0
