Feature,File,Light_Source,Wavelength,Intensity,Effective_Height,Point_Type,Feature_Group,Processing,SNR,Feature_Key,Baseline_Used,Norm_Factor,Normalization_Method,Reference_Wavelength_Used,Symmetry_Ratio,Skew_Description,Width_nm,Normalization_Scheme,Reference_Wavelength,Intensity_Range_Min,Intensity_Range_Max
Baseline_Start,189LC1.txt,Laser,300.12,2.11,0.0,Start,Baseline,Baseline_Then_Laser_Normalized,4.9,Baseline_0,20.55,0.139203,laser_650nm_50000_to_100,452.274,,,,Laser_650nm_50000_to_100,452.274,0.0,100.0
Baseline_End,189LC1.txt,Laser,350.0,1.7,0.0,End,Baseline,Baseline_Then_Laser_Normalized,4.9,Baseline_0,20.55,0.139203,laser_650nm_50000_to_100,452.274,,,,Laser_650nm_50000_to_100,452.274,0.0,100.0
Peak,189LC1.txt,Laser,431.36,70.36,0.0,Crest,Peak,Baseline_Then_Laser_Normalized,7.0,Peak_9,20.55,0.139203,laser_650nm_50000_to_100,,,,60.94,Laser_650nm_50000_to_100,452.274,0.0,100.0
Peak,189LC1.txt,Laser,452.27,100.0,0.0,Crest,Peak,Baseline_Then_Laser_Normalized,392.0,Peak_2,20.55,0.139203,laser_650nm_50000_to_100,,,,42.84,Laser_650nm_50000_to_100,452.274,0.0,100.0
Peak,189LC1.txt,Laser,738.12,8.78,0.0,Crest,Peak,Baseline_Then_Laser_Normalized,28.1,Peak_8,20.55,0.139203,laser_650nm_50000_to_100,,,,16.53,Laser_650nm_50000_to_100,452.274,0.0,100.0
Peak,189LC1.txt,Laser,575.48,15.37,0.0,Crest,Peak,Baseline_Then_Laser_Normalized,10.0,Peak_3,20.55,0.139203,laser_650nm_50000_to_100,,,,2.0,Laser_650nm_50000_to_100,452.274,0.0,100.0
Peak,189LC1.txt,Laser,503.78,28.16,0.0,Crest,Peak,Baseline_Then_Laser_Normalized,10.0,Peak_7,20.55,0.139203,laser_650nm_50000_to_100,,,,2.0,Laser_650nm_50000_to_100,452.274,0.0,100.0
