Feature,File,Light_Source,Wavelength,Intensity,Point_Type,Feature_Group,Processing,SNR,Feature_Key,Baseline_Used,Norm_Factor,Normalization_Method,Reference_Wavelength_Used,Symmetry_Ratio,Skew_Description,Width_nm,Normalization_Scheme,Reference_Wavelength,Intensity_Range_Min,Intensity_Range_Max
Baseline_Start,190LP3.txt,Laser,305.52,-0.24,Start,Baseline,Baseline_Then_Laser_Normalized,0.7,Baseline_0,3.0,5.743271843184787,laser_max_50000_to_100,,,,,Laser_Max_50000_to_100,738.926,0.0,100.0
Baseline_End,190LP3.txt,Laser,378.29,-0.45,End,Baseline,Baseline_Then_Laser_Normalized,0.7,Baseline_0,3.0,5.743271843184787,laser_max_50000_to_100,,,,,Laser_Max_50000_to_100,738.926,0.0,100.0
Peak_Max,190LP3.txt,Laser,430.81,23.79,Max,Peak,Baseline_Then_Laser_Normalized,,Peak_2,3.0,5.743271843184787,laser_max_50000_to_100,738.926,,,,Laser_Max_50000_to_100,738.926,0.0,100.0
Mound_Start,190LP3.txt,Laser,434.02,4.33,Start,Mound,Baseline_Then_Laser_Normalized,,Mound_3,3.0,5.743271843184787,laser_max_50000_to_100,738.926,,,,Laser_Max_50000_to_100,738.926,0.0,100.0
Mound_Crest,190LP3.txt,Laser,452.7,13.71,Crest,Mound,Baseline_Then_Laser_Normalized,,Mound_3,3.0,5.743271843184787,laser_max_50000_to_100,738.926,,,,Laser_Max_50000_to_100,738.926,0.0,100.0
Mound_End,190LP3.txt,Laser,500.44,5.32,End,Mound,Baseline_Then_Laser_Normalized,,Mound_3,3.0,5.743271843184787,laser_max_50000_to_100,738.926,,,,Laser_Max_50000_to_100,738.926,0.0,100.0
Mound_Summary,190LP3.txt,Laser,452.7,13.71,Summary,Mound,Baseline_Then_Laser_Normalized,,Mound_3,,,laser_max_50000_to_100,,0.391,Left Skewed,66.42,Laser_Max_50000_to_100,738.926,0.0,100.0
Peak_Max,190LP3.txt,Laser,503.99,5.9,Max,Peak,Baseline_Then_Laser_Normalized,,Peak_7,3.0,5.743271843184787,laser_max_50000_to_100,738.926,,,,Laser_Max_50000_to_100,738.926,0.0,100.0
Peak_Max,190LP3.txt,Laser,738.84,99.87,Max,Peak,Baseline_Then_Laser_Normalized,,Peak_8,3.0,5.743271843184787,laser_max_50000_to_100,738.926,,,,Laser_Max_50000_to_100,738.926,0.0,100.0
