Feature,File,Light_Source,Wavelength,Intensity,Point_Type,Feature_Group,Processing,SNR,Feature_Key,Baseline_Used,Norm_Factor,Normalization_Method,Reference_Wavelength_Used,Symmetry_Ratio,Skew_Description,Width_nm,Normalization_Scheme,Reference_Wavelength,Intensity_Range_Min,Intensity_Range_Max
Baseline_Start,190BC2.txt,Halogen,302.06,7.67,Start,Baseline,Baseline_Then_Halogen_Normalized,0.7,Baseline_0,10.38,4.1287536977118116,halogen_650nm_50000_to_100,,,,,Halogen_650nm_50000_to_100,654.954,0.0,100.0
Baseline_End,190BC2.txt,Halogen,360.1,28.26,End,Baseline,Baseline_Then_Halogen_Normalized,0.7,Baseline_0,10.38,4.1287536977118116,halogen_650nm_50000_to_100,,,,,Halogen_650nm_50000_to_100,654.954,0.0,100.0
Mound_Start,190BC2.txt,Halogen,372.22,0.4,Start,Mound,Baseline_Then_Halogen_Normalized,,Mound_2,10.38,4.1287536977118116,halogen_650nm_50000_to_100,654.954,,,,Halogen_650nm_50000_to_100,654.954,0.0,100.0
Mound_Crest,190BC2.txt,Halogen,663.28,99.55,Crest,Mound,Baseline_Then_Halogen_Normalized,,Mound_2,10.38,4.1287536977118116,halogen_650nm_50000_to_100,654.954,,,,Halogen_650nm_50000_to_100,654.954,0.0,100.0
Mound_End,190BC2.txt,Halogen,973.39,0.33,End,Mound,Baseline_Then_Halogen_Normalized,,Mound_2,10.38,4.1287536977118116,halogen_650nm_50000_to_100,654.954,,,,Halogen_650nm_50000_to_100,654.954,0.0,100.0
Mound_Summary,190BC2.txt,Halogen,663.28,99.55,Summary,Mound,Baseline_Then_Halogen_Normalized,,Mound_2,,,halogen_650nm_50000_to_100,,0.939,Symmetric,601.17,Halogen_650nm_50000_to_100,654.954,0.0,100.0
Trough_Start,190BC2.txt,Halogen,714.39,86.11,Start,Trough,Baseline_Then_Halogen_Normalized,,Trough_6,10.38,4.1287536977118116,halogen_650nm_50000_to_100,654.954,,,,Halogen_650nm_50000_to_100,654.954,0.0,100.0
Trough_Bottom,190BC2.txt,Halogen,738.64,50.72,Bottom,Trough,Baseline_Then_Halogen_Normalized,,Trough_6,10.38,4.1287536977118116,halogen_650nm_50000_to_100,654.954,,,,Halogen_650nm_50000_to_100,654.954,0.0,100.0
Trough_End,190BC2.txt,Halogen,750.77,74.15,End,Trough,Baseline_Then_Halogen_Normalized,,Trough_6,10.38,4.1287536977118116,halogen_650nm_50000_to_100,654.954,,,,Halogen_650nm_50000_to_100,654.954,0.0,100.0
