Feature,File,Light_Source,Wavelength,Intensity,Point_Type,Feature_Group,Processing,SNR,Feature_Key,Baseline_Used,Norm_Factor,Normalization_Method,Reference_Wavelength_Used,Normalization_Scheme,Reference_Wavelength,Intensity_Range_Min,Intensity_Range_Max
Baseline_Start,189UC1.txt,UV,956.07,15.1,Start,Baseline,Baseline_Then_UV_Normalized,1.0,Baseline_0,5.38,5.046736141157883,uv_811nm_15000_to_100,,UV_811nm_15000_to_100,811.028,0.0,100.0
Baseline_End,189UC1.txt,UV,998.51,3.45,End,Baseline,Baseline_Then_UV_Normalized,1.0,Baseline_0,5.38,5.046736141157883,uv_811nm_15000_to_100,,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,296.79,0.63,Max,Peak,Baseline_Then_UV_Normalized,,Peak_2,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,302.4,0.46,Max,Peak,Baseline_Then_UV_Normalized,,Peak_3,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,312.82,5.31,Max,Peak,Baseline_Then_UV_Normalized,,Peak_4,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,334.06,0.45,Max,Peak,Baseline_Then_UV_Normalized,,Peak_5,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,364.71,14.05,Max,Peak,Baseline_Then_UV_Normalized,,Peak_6,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,407.4,4.33,Max,Peak,Baseline_Then_UV_Normalized,,Peak_7,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,415.21,0.93,Max,Peak,Baseline_Then_UV_Normalized,,Peak_8,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,419.62,1.07,Max,Peak,Baseline_Then_UV_Normalized,,Peak_9,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,544.6,6.0,Max,Peak,Baseline_Then_UV_Normalized,,Peak_10,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,505.62,1.55,Max,Peak,Baseline_Then_UV_Normalized,,Peak_11,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,576.5,12.75,Max,Peak,Baseline_Then_UV_Normalized,,Peak_12,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,578.77,15.27,Max,Peak,Baseline_Then_UV_Normalized,,Peak_13,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,593.13,1.06,Max,Peak,Baseline_Then_UV_Normalized,,Peak_14,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,626.06,3.18,Max,Peak,Baseline_Then_UV_Normalized,,Peak_15,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,696.33,6.43,Max,Peak,Baseline_Then_UV_Normalized,,Peak_16,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,706.43,5.48,Max,Peak,Baseline_Then_UV_Normalized,,Peak_17,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,714.51,0.89,Max,Peak,Baseline_Then_UV_Normalized,,Peak_18,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,726.92,1.57,Max,Peak,Baseline_Then_UV_Normalized,,Peak_19,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,729.52,2.83,Max,Peak,Baseline_Then_UV_Normalized,,Peak_20,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,738.18,8.72,Max,Peak,Baseline_Then_UV_Normalized,,Peak_21,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,751.16,9.81,Max,Peak,Baseline_Then_UV_Normalized,,Peak_22,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,762.99,21.43,Max,Peak,Baseline_Then_UV_Normalized,,Peak_23,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,772.23,7.85,Max,Peak,Baseline_Then_UV_Normalized,,Peak_24,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,794.45,5.25,Max,Peak,Baseline_Then_UV_Normalized,,Peak_25,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,800.8,6.93,Max,Peak,Baseline_Then_UV_Normalized,,Peak_26,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,810.61,18.96,Max,Peak,Baseline_Then_UV_Normalized,,Peak_27,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,825.62,2.05,Max,Peak,Baseline_Then_UV_Normalized,,Peak_28,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,840.05,3.09,Max,Peak,Baseline_Then_UV_Normalized,,Peak_29,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,841.78,5.7,Max,Peak,Baseline_Then_UV_Normalized,,Peak_30,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,851.3,1.03,Max,Peak,Baseline_Then_UV_Normalized,,Peak_31,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,870.92,1.45,Max,Peak,Baseline_Then_UV_Normalized,,Peak_32,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,911.9,1.43,Max,Peak,Baseline_Then_UV_Normalized,,Peak_33,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
Peak_Max,189UC1.txt,UV,922.95,0.34,Max,Peak,Baseline_Then_UV_Normalized,,Peak_34,5.38,5.046736141157883,uv_811nm_15000_to_100,811.028,UV_811nm_15000_to_100,811.028,0.0,100.0
